"Anno","Mese","Cantone","Pernottamenti"
"2020","Luglio","Neuchâtel",35485
"2020","Luglio","Genève",77685
"2020","Luglio","Jura",18825
"2020","Agosto","Schweiz",3279916
"2020","Agosto","Zürich",193506
"2020","Agosto","Bern / Berne",515387
"2020","Agosto","Luzern",161674
"2020","Agosto","Uri",36009
"2020","Agosto","Schwyz",57578
"2020","Agosto","Obwalden",44128
"2020","Agosto","Nidwalden",26606
"2020","Agosto","Glarus",17085
"2020","Agosto","Zug",16913
"2020","Agosto","Fribourg / Freiburg",45887
"2020","Agosto","Solothurn",36485
"2020","Agosto","Basel-Stadt",62515
"2020","Agosto","Basel-Landschaft",17538
"2020","Agosto","Schaffhausen",14271
"2020","Agosto","Appenzell Ausserrhoden",13644
"2020","Agosto","Appenzell Innerrhoden",29614
"2020","Agosto","St. Gallen",91970
"2020","Agosto","Graubünden / Grigioni / Grischun",625876
"2020","Agosto","Aargau",44722
"2020","Agosto","Thurgau",49998
"2020","Agosto","Ticino",345742
"2020","Agosto","Vaud",233536
"2020","Agosto","Valais / Wallis",455440
"2020","Agosto","Neuchâtel",29083
"2020","Agosto","Genève",100236
"2020","Agosto","Jura",14473
"2020","Settembre","Schweiz",2685206
"2020","Settembre","Zürich",183821
"2020","Settembre","Bern / Berne",394807
"2020","Settembre","Luzern",132142
"2020","Settembre","Uri",27570
"2020","Settembre","Schwyz",50240
"2020","Settembre","Obwalden",36533
"2020","Settembre","Nidwalden",21982
"2020","Settembre","Glarus",14194
"2020","Settembre","Zug",15780
"2020","Settembre","Fribourg / Freiburg",37927
"2020","Settembre","Solothurn",34625
"2020","Settembre","Basel-Stadt",54301
"2020","Settembre","Basel-Landschaft",17394
"2020","Settembre","Schaffhausen",15559
"2020","Settembre","Appenzell Ausserrhoden",14426
"2020","Settembre","Appenzell Innerrhoden",26631
"2020","Settembre","St. Gallen",89785
"2020","Settembre","Graubünden / Grigioni / Grischun",482859
"2020","Settembre","Aargau",47586
"2020","Settembre","Thurgau",44580
"2020","Settembre","Ticino",330213
"2020","Settembre","Vaud",160194
"2020","Settembre","Valais / Wallis",337844
"2020","Settembre","Neuchâtel",23894
"2020","Settembre","Genève",75902
"2020","Settembre","Jura",14417
"2020","Ottobre","Schweiz",2068731
"2020","Ottobre","Zürich",153992
"2020","Ottobre","Bern / Berne",292987
"2020","Ottobre","Luzern",111348
"2020","Ottobre","Uri",17424
"2020","Ottobre","Schwyz",44993
"2020","Ottobre","Obwalden",23665
"2020","Ottobre","Nidwalden",17204
"2020","Ottobre","Glarus",10446
"2020","Ottobre","Zug",12499
"2020","Ottobre","Fribourg / Freiburg",33393
"2020","Ottobre","Solothurn",30138
"2020","Ottobre","Basel-Stadt",48887
"2020","Ottobre","Basel-Landschaft",16727
"2020","Ottobre","Schaffhausen",10217
"2020","Ottobre","Appenzell Ausserrhoden",10348
"2020","Ottobre","Appenzell Innerrhoden",17230
"2020","Ottobre","St. Gallen",72532
"2020","Ottobre","Graubünden / Grigioni / Grischun",343231
"2020","Ottobre","Aargau",43621
"2020","Ottobre","Thurgau",35074
"2020","Ottobre","Ticino",288112
"2020","Ottobre","Vaud",116651
"2020","Ottobre","Valais / Wallis",226415
"2020","Ottobre","Neuchâtel",16576
"2020","Ottobre","Genève",64634
"2020","Ottobre","Jura",10387
"2020","Novembre","Schweiz",896433
"2020","Novembre","Zürich",105751
"2020","Novembre","Bern / Berne",124822
"2020","Novembre","Luzern",56651
"2020","Novembre","Uri",12830
"2020","Novembre","Schwyz",22254
"2020","Novembre","Obwalden",10094
"2020","Novembre","Nidwalden",8849
"2020","Novembre","Glarus",1753
"2020","Novembre","Zug",8227
"2020","Novembre","Fribourg / Freiburg",9215
"2020","Novembre","Solothurn",18291
"2020","Novembre","Basel-Stadt",25369
"2020","Novembre","Basel-Landschaft",11161
"2020","Novembre","Schaffhausen",4186
"2020","Novembre","Appenzell Ausserrhoden",6116
"2020","Novembre","Appenzell Innerrhoden",7701
"2020","Novembre","St. Gallen",38992
"2020","Novembre","Graubünden / Grigioni / Grischun",116343
"2020","Novembre","Aargau",28394
"2020","Novembre","Thurgau",21625
"2020","Novembre","Ticino",80321
"2020","Novembre","Vaud",51212
"2020","Novembre","Valais / Wallis",74847
"2020","Novembre","Neuchâtel",5877
"2020","Novembre","Genève",43519
"2020","Novembre","Jura",2033
"2020","Dicembre","Schweiz",1413580
"2020","Dicembre","Zürich",102405
"2020","Dicembre","Bern / Berne",198828
"2020","Dicembre","Luzern",47452
"2020","Dicembre","Uri",18866
"2020","Dicembre","Schwyz",25311
"2020","Dicembre","Obwalden",19122
"2020","Dicembre","Nidwalden",11062
"2020","Dicembre","Glarus",3899
"2020","Dicembre","Zug",7236
"2020","Dicembre","Fribourg / Freiburg",11244
"2020","Dicembre","Solothurn",13635
"2020","Dicembre","Basel-Stadt",22873
"2020","Dicembre","Basel-Landschaft",8775
"2020","Dicembre","Schaffhausen",2977
"2020","Dicembre","Appenzell Ausserrhoden",5803
"2020","Dicembre","Appenzell Innerrhoden",6762
"2020","Dicembre","St. Gallen",36422
"2020","Dicembre","Graubünden / Grigioni / Grischun",379403
"2020","Dicembre","Aargau",23321
"2020","Dicembre","Thurgau",13324
"2020","Dicembre","Ticino",44056
"2020","Dicembre","Vaud",87108
"2020","Dicembre","Valais / Wallis",261308
"2020","Dicembre","Neuchâtel",6580
"2020","Dicembre","Genève",53149
"2020","Dicembre","Jura",2659
"2021","Gennaio","Schweiz",1273190
"2021","Gennaio","Zürich",82013
"2021","Gennaio","Bern / Berne",176275
"2021","Gennaio","Luzern",38836
"2021","Gennaio","Uri",17925
"2021","Gennaio","Schwyz",24019
"2021","Gennaio","Obwalden",18789
"2021","Gennaio","Nidwalden",9018
"2021","Gennaio","Glarus",5109
"2021","Gennaio","Zug",6090
"2021","Gennaio","Fribourg / Freiburg",10315
"2021","Gennaio","Solothurn",13078
"2021","Gennaio","Basel-Stadt",18858
"2021","Gennaio","Basel-Landschaft",7304
"2021","Gennaio","Schaffhausen",1894
"2021","Gennaio","Appenzell Ausserrhoden",4463
"2021","Gennaio","Appenzell Innerrhoden",5218
"2021","Gennaio","St. Gallen",30903
"2021","Gennaio","Graubünden / Grigioni / Grischun",371760
"2021","Gennaio","Aargau",18486
"2021","Gennaio","Thurgau",13064
"2021","Gennaio","Ticino",33159
"2021","Gennaio","Vaud",80009
"2021","Gennaio","Valais / Wallis",228946
"2021","Gennaio","Neuchâtel",6550
"2021","Gennaio","Genève",48900
"2021","Gennaio","Jura",2209
"2021","Febbraio","Schweiz",2015435
"2021","Febbraio","Zürich",83767
"2021","Febbraio","Bern / Berne",292420
"2021","Febbraio","Luzern",50338
"2021","Febbraio","Uri",27737
"2021","Febbraio","Schwyz",38467
"2021","Febbraio","Obwalden",38217
"2021","Febbraio","Nidwalden",16782
"2021","Febbraio","Glarus",9769
"2021","Febbraio","Zug",7762
"2021","Febbraio","Fribourg / Freiburg",14828
"2021","Febbraio","Solothurn",13577
"2021","Febbraio","Basel-Stadt",20748
"2021","Febbraio","Basel-Landschaft",9505
"2021","Febbraio","Schaffhausen",2172
"2021","Febbraio","Appenzell Ausserrhoden",7171
"2021","Febbraio","Appenzell Innerrhoden",6767
"2021","Febbraio","St. Gallen",52546
"2021","Febbraio","Graubünden / Grigioni / Grischun",665292
"2021","Febbraio","Aargau",23263
"2021","Febbraio","Thurgau",17299
"2021","Febbraio","Ticino",61423
"2021","Febbraio","Vaud",97010
"2021","Febbraio","Valais / Wallis",394709
"2021","Febbraio","Neuchâtel",10436
"2021","Febbraio","Genève",50201
"2021","Febbraio","Jura",3229
"2021","Marzo","Schweiz",1878469
"2021","Marzo","Zürich",111420
"2021","Marzo","Bern / Berne",229367
"2021","Marzo","Luzern",63050
"2021","Marzo","Uri",23311
"2021","Marzo","Schwyz",36000
"2021","Marzo","Obwalden",23637
"2021","Marzo","Nidwalden",14544
"2021","Marzo","Glarus",6532
"2021","Marzo","Zug",8354
"2021","Marzo","Fribourg / Freiburg",16826
"2021","Marzo","Solothurn",18916
"2021","Marzo","Basel-Stadt",30906
"2021","Marzo","Basel-Landschaft",10323
"2021","Marzo","Schaffhausen",3872
"2021","Marzo","Appenzell Ausserrhoden",7532
"2021","Marzo","Appenzell Innerrhoden",6973
"2021","Marzo","St. Gallen",49313
"2021","Marzo","Graubünden / Grigioni / Grischun",513004
"2021","Marzo","Aargau",29377
"2021","Marzo","Thurgau",25207
"2021","Marzo","Ticino",153572
"2021","Marzo","Vaud",93205
"2021","Marzo","Valais / Wallis",324712
"2021","Marzo","Neuchâtel",12936
"2021","Marzo","Genève",61662
"2021","Marzo","Jura",3918
"2021","Aprile","Schweiz",1998179
"2021","Aprile","Zürich",149906
"2021","Aprile","Bern / Berne",258191
"2021","Aprile","Luzern",112069
"2021","Aprile","Uri",20145
"2021","Aprile","Schwyz",48739
"2021","Aprile","Obwalden",23868
"2021","Aprile","Nidwalden",20375
"2021","Aprile","Glarus",5461
"2021","Aprile","Zug",12627
"2021","Aprile","Fribourg / Freiburg",28963
"2021","Aprile","Solothurn",27600
"2021","Aprile","Basel-Stadt",58678
"2021","Aprile","Basel-Landschaft",14412
"2021","Aprile","Schaffhausen",10158
"2021","Aprile","Appenzell Ausserrhoden",10425
"2021","Aprile","Appenzell Innerrhoden",12221
"2021","Aprile","St. Gallen",62474
"2021","Aprile","Graubünden / Grigioni / Grischun",215858
"2021","Aprile","Aargau",39549
"2021","Aprile","Thurgau",39008
"2021","Aprile","Ticino",337479
"2021","Aprile","Vaud",150951
"2021","Aprile","Valais / Wallis",230803
"2021","Aprile","Neuchâtel",20671
"2021","Aprile","Genève",75847
"2021","Aprile","Jura",11701
"2021","Maggio","Schweiz",2027884
"2021","Maggio","Zürich",172748
"2021","Maggio","Bern / Berne",297091
"2021","Maggio","Luzern",126209
"2021","Maggio","Uri",16373
"2021","Maggio","Schwyz",54457
"2021","Maggio","Obwalden",24059
"2021","Maggio","Nidwalden",20554
"2021","Maggio","Glarus",9532
"2021","Maggio","Zug",14939
"2021","Maggio","Fribourg / Freiburg",38726
"2021","Maggio","Solothurn",34110
"2021","Maggio","Basel-Stadt",60299
"2021","Maggio","Basel-Landschaft",15721
"2021","Maggio","Schaffhausen",12261
"2021","Maggio","Appenzell Ausserrhoden",11636
"2021","Maggio","Appenzell Innerrhoden",17317
"2021","Maggio","St. Gallen",72934
"2021","Maggio","Graubünden / Grigioni / Grischun",144510
"2021","Maggio","Aargau",43281
"2021","Maggio","Thurgau",45513
"2021","Maggio","Ticino",364957
"2021","Maggio","Vaud",179509
"2021","Maggio","Valais / Wallis",120260
"2021","Maggio","Neuchâtel",27628
"2021","Maggio","Genève",89585
"2021","Maggio","Jura",13675
"2021","Giugno","Schweiz",2282949
"2021","Giugno","Zürich",184539
"2021","Giugno","Bern / Berne",333851
"2021","Giugno","Luzern",110480
"2021","Giugno","Uri",21294
"2021","Giugno","Schwyz",49970
"2021","Giugno","Obwalden",24855
"2021","Giugno","Nidwalden",19988
"2021","Giugno","Glarus",11213
"2021","Giugno","Zug",16253
"2021","Giugno","Fribourg / Freiburg",40628
"2021","Giugno","Solothurn",33562
"2021","Giugno","Basel-Stadt",53919
"2021","Giugno","Basel-Landschaft",15205
"2021","Giugno","Schaffhausen",11776
"2021","Giugno","Appenzell Ausserrhoden",13094
"2021","Giugno","Appenzell Innerrhoden",22602
"2021","Giugno","St. Gallen",83433
"2021","Giugno","Graubünden / Grigioni / Grischun",307858
"2021","Giugno","Aargau",46216
"2021","Giugno","Thurgau",47313
"2021","Giugno","Ticino",327221
"2021","Giugno","Vaud",174141
"2021","Giugno","Valais / Wallis",182826
"2021","Giugno","Neuchâtel",28730
"2021","Giugno","Genève",107854
"2021","Giugno","Jura",14128
"2021","Luglio","Schweiz",3648287
"2021","Luglio","Zürich",285803
"2021","Luglio","Bern / Berne",511025
"2021","Luglio","Luzern",157192
"2021","Luglio","Uri",37469
"2021","Luglio","Schwyz",62484
"2021","Luglio","Obwalden",43508
"2021","Luglio","Nidwalden",26635
"2021","Luglio","Glarus",16656
"2021","Luglio","Zug",20239
"2021","Luglio","Fribourg / Freiburg",51802
"2021","Luglio","Solothurn",41031
"2021","Luglio","Basel-Stadt",81857
"2021","Luglio","Basel-Landschaft",19052
"2021","Luglio","Schaffhausen",16572
"2021","Luglio","Appenzell Ausserrhoden",14682
"2021","Luglio","Appenzell Innerrhoden",27632
"2021","Luglio","St. Gallen",102849
"2021","Luglio","Graubünden / Grigioni / Grischun",703103
"2021","Luglio","Aargau",55816
"2021","Luglio","Thurgau",51713
"2021","Luglio","Ticino",429809
"2021","Luglio","Vaud",255001
"2021","Luglio","Valais / Wallis",430184
"2021","Luglio","Neuchâtel",32823
"2021","Luglio","Genève",155236
"2021","Luglio","Jura",18114
"2021","Agosto","Schweiz",4176588
"2021","Agosto","Zürich",375167
"2021","Agosto","Bern / Berne",624905
"2021","Agosto","Luzern",203457
"2021","Agosto","Uri",40736
"2021","Agosto","Schwyz",66234
"2021","Agosto","Obwalden",50417
"2021","Agosto","Nidwalden",34510
"2021","Agosto","Glarus",17535
"2021","Agosto","Zug",22946
"2021","Agosto","Fribourg / Freiburg",53748
"2021","Agosto","Solothurn",45350
"2021","Agosto","Basel-Stadt",104357
"2021","Agosto","Basel-Landschaft",19714
"2021","Agosto","Schaffhausen",18023
"2021","Agosto","Appenzell Ausserrhoden",14859
"2021","Agosto","Appenzell Innerrhoden",30131
"2021","Agosto","St. Gallen",111524
"2021","Agosto","Graubünden / Grigioni / Grischun",716094
"2021","Agosto","Aargau",61935
"2021","Agosto","Thurgau",58169
"2021","Agosto","Ticino",427372
"2021","Agosto","Vaud",285958
"2021","Agosto","Valais / Wallis",524635
"2021","Agosto","Neuchâtel",37185
"2021","Agosto","Genève",213925
"2021","Agosto","Jura",17702
"2021","Settembre","Schweiz",3298707
"2021","Settembre","Zürich",366819
"2021","Settembre","Bern / Berne",471851
"2021","Settembre","Luzern",171630
"2021","Settembre","Uri",30320
"2021","Settembre","Schwyz",50718
"2021","Settembre","Obwalden",35419
"2021","Settembre","Nidwalden",27717
"2021","Settembre","Glarus",12717
"2021","Settembre","Zug",23895
"2021","Settembre","Fribourg / Freiburg",46410
"2021","Settembre","Solothurn",40923
"2021","Settembre","Basel-Stadt",105617
"2021","Settembre","Basel-Landschaft",22435
"2021","Settembre","Schaffhausen",14325
"2021","Settembre","Appenzell Ausserrhoden",13099
"2021","Settembre","Appenzell Innerrhoden",24922
"2021","Settembre","St. Gallen",99249
"2021","Settembre","Graubünden / Grigioni / Grischun",482404
"2021","Settembre","Aargau",62420
"2021","Settembre","Thurgau",47293
"2021","Settembre","Ticino",325513
"2021","Settembre","Vaud",237604
"2021","Settembre","Valais / Wallis",349355
"2021","Settembre","Neuchâtel",29013
"2021","Settembre","Genève",192723
"2021","Settembre","Jura",14316
"2021","Ottobre","Schweiz",2893907
"2021","Ottobre","Zürich",356155
"2021","Ottobre","Bern / Berne",398662
"2021","Ottobre","Luzern",148372
"2021","Ottobre","Uri",18457
"2021","Ottobre","Schwyz",54850
"2021","Ottobre","Obwalden",27767
"2021","Ottobre","Nidwalden",22152
"2021","Ottobre","Glarus",11385
"2021","Ottobre","Zug",21435
"2021","Ottobre","Fribourg / Freiburg",43896
"2021","Ottobre","Solothurn",35905
"2021","Ottobre","Basel-Stadt",100151
"2021","Ottobre","Basel-Landschaft",21718
"2021","Ottobre","Schaffhausen",11530
"2021","Ottobre","Appenzell Ausserrhoden",11475
"2021","Ottobre","Appenzell Innerrhoden",19561
"2021","Ottobre","St. Gallen",92569
"2021","Ottobre","Graubünden / Grigioni / Grischun",374609
"2021","Ottobre","Aargau",57410
"2021","Ottobre","Thurgau",40026
"2021","Ottobre","Ticino",305699
"2021","Ottobre","Vaud",218620
"2021","Ottobre","Valais / Wallis",263091
"2021","Ottobre","Neuchâtel",24368
"2021","Ottobre","Genève",200795
"2021","Ottobre","Jura",13249
"2021","Novembre","Schweiz",1745936
"2021","Novembre","Zürich",318693
"2021","Novembre","Bern / Berne",218239
"2021","Novembre","Luzern",105640
"2021","Novembre","Uri",12843
"2021","Novembre","Schwyz",35121
"2021","Novembre","Obwalden",13065
"2021","Novembre","Nidwalden",12066
"2021","Novembre","Glarus",4063
"2021","Novembre","Zug",19847
"2021","Novembre","Fribourg / Freiburg",28150
"2021","Novembre","Solothurn",31014
"2021","Novembre","Basel-Stadt",81980
"2021","Novembre","Basel-Landschaft",17174
"2021","Novembre","Schaffhausen",8079
"2021","Novembre","Appenzell Ausserrhoden",8050
"2021","Novembre","Appenzell Innerrhoden",7911
"2021","Novembre","St. Gallen",64115
"2021","Novembre","Graubünden / Grigioni / Grischun",118339
"2021","Novembre","Aargau",52127
"2021","Novembre","Thurgau",29697
"2021","Novembre","Ticino",91470
"2021","Novembre","Vaud",155764
"2021","Novembre","Valais / Wallis",110659
"2021","Novembre","Neuchâtel",16564
"2021","Novembre","Genève",178424
"2021","Novembre","Jura",6842
"2021","Dicembre","Schweiz",2319318
"2021","Dicembre","Zürich",271078
"2021","Dicembre","Bern / Berne",294371
"2021","Dicembre","Luzern",86197
"2021","Dicembre","Uri",22471
"2021","Dicembre","Schwyz",39708
"2021","Dicembre","Obwalden",29219
"2021","Dicembre","Nidwalden",15300
"2021","Dicembre","Glarus",7511
"2021","Dicembre","Zug",12612
"2021","Dicembre","Fribourg / Freiburg",22237
"2021","Dicembre","Solothurn",20814
"2021","Dicembre","Basel-Stadt",67161
"2021","Dicembre","Basel-Landschaft",12665
"2021","Dicembre","Schaffhausen",5363
"2021","Dicembre","Appenzell Ausserrhoden",7310
"2021","Dicembre","Appenzell Innerrhoden",7444
"2021","Dicembre","St. Gallen",56686
"2021","Dicembre","Graubünden / Grigioni / Grischun",540324
"2021","Dicembre","Aargau",36879
"2021","Dicembre","Thurgau",19542
"2021","Dicembre","Ticino",76771
"2021","Dicembre","Vaud",158070
"2021","Dicembre","Valais / Wallis",343911
"2021","Dicembre","Neuchâtel",11493
"2021","Dicembre","Genève",149597
"2021","Dicembre","Jura",4584
"2022","Gennaio","Schweiz",2204984
"2022","Gennaio","Zürich",199399
"2022","Gennaio","Bern / Berne",307243
"2022","Gennaio","Luzern",67887
"2022","Gennaio","Uri",23940
"2022","Gennaio","Schwyz",29541
"2022","Gennaio","Obwalden",28717
"2022","Gennaio","Nidwalden",12862
"2022","Gennaio","Glarus",8408
"2022","Gennaio","Zug",10282
"2022","Gennaio","Fribourg / Freiburg",20785
"2022","Gennaio","Solothurn",18482
"2022","Gennaio","Basel-Stadt",39575
"2022","Gennaio","Basel-Landschaft",10309
"2022","Gennaio","Schaffhausen",3796
"2022","Gennaio","Appenzell Ausserrhoden",4380
"2022","Gennaio","Appenzell Innerrhoden",6506
"2022","Gennaio","St. Gallen",54930
"2022","Gennaio","Graubünden / Grigioni / Grischun",590829
"2022","Gennaio","Aargau",30011
"2022","Gennaio","Thurgau",13552
"2022","Gennaio","Ticino",58347
"2022","Gennaio","Vaud",123466
"2022","Gennaio","Valais / Wallis",405491
"2022","Gennaio","Neuchâtel",9388
"2022","Gennaio","Genève",123136
"2022","Gennaio","Jura",3722
"2022","Febbraio","Schweiz",2892697
"2022","Febbraio","Zürich",218569
"2022","Febbraio","Bern / Berne",411373
"2022","Febbraio","Luzern",80820
"2022","Febbraio","Uri",30256
"2022","Febbraio","Schwyz",42502
"2022","Febbraio","Obwalden",43390
"2022","Febbraio","Nidwalden",17446
"2022","Febbraio","Glarus",13099
"2022","Febbraio","Zug",12026
"2022","Febbraio","Fribourg / Freiburg",26993
"2022","Febbraio","Solothurn",19950
"2022","Febbraio","Basel-Stadt",49376
"2022","Febbraio","Basel-Landschaft",12334
"2022","Febbraio","Schaffhausen",4350
"2022","Febbraio","Appenzell Ausserrhoden",5696
"2022","Febbraio","Appenzell Innerrhoden",6448
"2022","Febbraio","St. Gallen",75265
"2022","Febbraio","Graubünden / Grigioni / Grischun",820170
"2022","Febbraio","Aargau",36648
"2022","Febbraio","Thurgau",16370
"2022","Febbraio","Ticino",90852
"2022","Febbraio","Vaud",163158
"2022","Febbraio","Valais / Wallis",528087
"2022","Febbraio","Neuchâtel",14528
"2022","Febbraio","Genève",148328
"2022","Febbraio","Jura",4663
"2022","Marzo","Schweiz",3053960
"2022","Marzo","Zürich",334396
"2022","Marzo","Bern / Berne",374751
"2022","Marzo","Luzern",112466
"2022","Marzo","Uri",28168
"2022","Marzo","Schwyz",40903
"2022","Marzo","Obwalden",39527
"2022","Marzo","Nidwalden",18344
"2022","Marzo","Glarus",9386
"2022","Marzo","Zug",18335
"2022","Marzo","Fribourg / Freiburg",29089
"2022","Marzo","Solothurn",28539
"2022","Marzo","Basel-Stadt",81538
"2022","Marzo","Basel-Landschaft",16645
"2022","Marzo","Schaffhausen",7409
"2022","Marzo","Appenzell Ausserrhoden",6241
"2022","Marzo","Appenzell Innerrhoden",7217
"2022","Marzo","St. Gallen",82760
"2022","Marzo","Graubünden / Grigioni / Grischun",677586
"2022","Marzo","Aargau",49542
"2022","Marzo","Thurgau",25902
"2022","Marzo","Ticino",138580
"2022","Marzo","Vaud",189282
"2022","Marzo","Valais / Wallis",482350
"2022","Marzo","Neuchâtel",16958
"2022","Marzo","Genève",232137
"2022","Marzo","Jura",5909
"2022","Aprile","Schweiz",2523861
"2022","Aprile","Zürich",356484
"2022","Aprile","Bern / Berne",298741
"2022","Aprile","Luzern",146716
"2022","Aprile","Uri",16060
"2022","Aprile","Schwyz",47794
"2022","Aprile","Obwalden",26480
"2022","Aprile","Nidwalden",20019
"2022","Aprile","Glarus",9724
"2022","Aprile","Zug",19659
"2022","Aprile","Fribourg / Freiburg",37407
"2022","Aprile","Solothurn",32995
"2022","Aprile","Basel-Stadt",98599
"2022","Aprile","Basel-Landschaft",19838
"2022","Aprile","Schaffhausen",11464
"2022","Aprile","Appenzell Ausserrhoden",8462
"2022","Aprile","Appenzell Innerrhoden",10676
"2022","Aprile","St. Gallen",78469
"2022","Aprile","Graubünden / Grigioni / Grischun",221961
"2022","Aprile","Aargau",55293
"2022","Aprile","Thurgau",35169
"2022","Aprile","Ticino",257273
"2022","Aprile","Vaud",193180
"2022","Aprile","Valais / Wallis",288714
"2022","Aprile","Neuchâtel",22847
"2022","Aprile","Genève",198703
"2022","Aprile","Jura",11134
"2022","Maggio","Schweiz",2820085
"2022","Maggio","Zürich",489806
"2022","Maggio","Bern / Berne",400538
"2022","Maggio","Luzern",183803
"2022","Maggio","Uri",14922
"2022","Maggio","Schwyz",46336
"2022","Maggio","Obwalden",27772
"2022","Maggio","Nidwalden",23727
"2022","Maggio","Glarus",10405
"2022","Maggio","Zug",25247
"2022","Maggio","Fribourg / Freiburg",43518
"2022","Maggio","Solothurn",40266
"2022","Maggio","Basel-Stadt",119094
"2022","Maggio","Basel-Landschaft",22749
"2022","Maggio","Schaffhausen",14779
"2022","Maggio","Appenzell Ausserrhoden",10121
"2022","Maggio","Appenzell Innerrhoden",15829
"2022","Maggio","St. Gallen",91393
"2022","Maggio","Graubünden / Grigioni / Grischun",170660
"2022","Maggio","Aargau",67197
"2022","Maggio","Thurgau",40655
"2022","Maggio","Ticino",260259
"2022","Maggio","Vaud",235446
"2022","Maggio","Valais / Wallis",143250
"2022","Maggio","Neuchâtel",26587
"2022","Maggio","Genève",282772
"2022","Maggio","Jura",12954
"2022","Giugno","Schweiz",3608503
"2022","Giugno","Zürich",568513
"2022","Giugno","Bern / Berne",558685
"2022","Giugno","Luzern",215804
"2022","Giugno","Uri",28493
"2022","Giugno","Schwyz",55648
"2022","Giugno","Obwalden",41560
"2022","Giugno","Nidwalden",31233
"2022","Giugno","Glarus",13607
"2022","Giugno","Zug",25385
"2022","Giugno","Fribourg / Freiburg",48017
"2022","Giugno","Solothurn",42525
"2022","Giugno","Basel-Stadt",132876
"2022","Giugno","Basel-Landschaft",22980
"2022","Giugno","Schaffhausen",15423
"2022","Giugno","Appenzell Ausserrhoden",11839
"2022","Giugno","Appenzell Innerrhoden",22179
"2022","Giugno","St. Gallen",108315
"2022","Giugno","Graubünden / Grigioni / Grischun",366257
"2022","Giugno","Aargau",77078
"2022","Giugno","Thurgau",42449
"2022","Giugno","Ticino",295578
"2022","Giugno","Vaud",276406
"2022","Giugno","Valais / Wallis",265183
"2022","Giugno","Neuchâtel",31670
"2022","Giugno","Genève",298523
"2022","Giugno","Jura",12277
"2022","Luglio","Schweiz",4515171
"2022","Luglio","Zürich",574694
"2022","Luglio","Bern / Berne",728701
"2022","Luglio","Luzern",249338
"2022","Luglio","Uri",40604
"2022","Luglio","Schwyz",66299
"2022","Luglio","Obwalden",57610
"2022","Luglio","Nidwalden",40919
"2022","Luglio","Glarus",18959
"2022","Luglio","Zug",26901
"2022","Luglio","Fribourg / Freiburg",55479
"2022","Luglio","Solothurn",44094
"2022","Luglio","Basel-Stadt",139505
"2022","Luglio","Basel-Landschaft",20112
"2022","Luglio","Schaffhausen",16865
"2022","Luglio","Appenzell Ausserrhoden",13196
"2022","Luglio","Appenzell Innerrhoden",26269
"2022","Luglio","St. Gallen",112616
"2022","Luglio","Graubünden / Grigioni / Grischun",646572
"2022","Luglio","Aargau",62549
"2022","Luglio","Thurgau",46757
"2022","Luglio","Ticino",377533
"2022","Luglio","Vaud",310786
"2022","Luglio","Valais / Wallis",482513
"2022","Luglio","Neuchâtel",32588
"2022","Luglio","Genève",309991
"2022","Luglio","Jura",13721
"2022","Agosto","Schweiz",4514339
"2022","Agosto","Zürich",581094
"2022","Agosto","Bern / Berne",724095
"2022","Agosto","Luzern",252017
"2022","Agosto","Uri",39594
"2022","Agosto","Schwyz",66654
"2022","Agosto","Obwalden",57449
"2022","Agosto","Nidwalden",35815
"2022","Agosto","Glarus",17022
"2022","Agosto","Zug",27472
"2022","Agosto","Fribourg / Freiburg",57443
"2022","Agosto","Solothurn",46075
"2022","Agosto","Basel-Stadt",137185
"2022","Agosto","Basel-Landschaft",24040
"2022","Agosto","Schaffhausen",18188
"2022","Agosto","Appenzell Ausserrhoden",13191
"2022","Agosto","Appenzell Innerrhoden",26303
"2022","Agosto","St. Gallen",114540
"2022","Agosto","Graubünden / Grigioni / Grischun",654276
"2022","Agosto","Aargau",73143
"2022","Agosto","Thurgau",47297
"2022","Agosto","Ticino",358490
"2022","Agosto","Vaud",305959
"2022","Agosto","Valais / Wallis",490949
"2022","Agosto","Neuchâtel",30909
"2022","Agosto","Genève",301030
"2022","Agosto","Jura",14109
"2022","Settembre","Schweiz",3779348
"2022","Settembre","Zürich",594364
"2022","Settembre","Bern / Berne",555132
"2022","Settembre","Luzern",224748
"2022","Settembre","Uri",28545
"2022","Settembre","Schwyz",53570
"2022","Settembre","Obwalden",43925
"2022","Settembre","Nidwalden",29708
"2022","Settembre","Glarus",13010
"2022","Settembre","Zug",26477
"2022","Settembre","Fribourg / Freiburg",48765
"2022","Settembre","Solothurn",42879
"2022","Settembre","Basel-Stadt",140393
"2022","Settembre","Basel-Landschaft",23902
"2022","Settembre","Schaffhausen",15242
"2022","Settembre","Appenzell Ausserrhoden",12822
"2022","Settembre","Appenzell Innerrhoden",20481
"2022","Settembre","St. Gallen",105754
"2022","Settembre","Graubünden / Grigioni / Grischun",442084
"2022","Settembre","Aargau",71644
"2022","Settembre","Thurgau",41159
"2022","Settembre","Ticino",297658
"2022","Settembre","Vaud",269198
"2022","Settembre","Valais / Wallis",345118
"2022","Settembre","Neuchâtel",28181
"2022","Settembre","Genève",290795
"2022","Settembre","Jura",13794
"2022","Ottobre","Schweiz",3238618
"2022","Ottobre","Zürich",531047
"2022","Ottobre","Bern / Berne",460168
"2022","Ottobre","Luzern",195013
"2022","Ottobre","Uri",18067
